# delta_large,l2,l1,Huber,BO
1.000000000000000021e-02,6.062484261536117414e-01,7.644673445280480983e-01,6.062484261536105201e-01,6.028184613893696753e-01
1.097498765493056146e-02,6.062578884024787396e-01,7.644844506509568260e-01,6.062578884024798498e-01,6.028419451878526125e-01
1.204503540258782326e-02,6.062678857957158884e-01,7.645031007129403644e-01,6.062678857957128908e-01,6.028594047824029634e-01
1.321941148466028795e-02,6.062792358205936205e-01,7.645234265398830331e-01,6.062792358205989496e-01,6.028832514493381867e-01
1.450828778495939428e-02,6.062921301101243943e-01,7.645455690916218572e-01,6.062921301101216187e-01,6.029064212513217669e-01
1.592282793341092198e-02,6.063053773487286913e-01,7.645696706438597223e-01,6.063053773487249165e-01,6.029315894489790661e-01
1.747528400007683849e-02,6.063204864703787278e-01,7.645958893072729579e-01,6.063204864703735097e-01,6.029570738047912437e-01
1.917910261672488639e-02,6.063366607271626352e-01,7.646243794228839707e-01,6.063366607271596376e-01,6.029829954593464159e-01
2.104904144512020903e-02,6.063540249780507985e-01,7.646553501668131858e-01,6.063540249780471347e-01,6.030116623705004120e-01
2.310129700083160542e-02,6.063747038780753496e-01,7.646889224266922858e-01,6.063747038780681331e-01,6.030434689033571383e-01
2.535364493970111363e-02,6.063963591832857158e-01,7.647253042001349588e-01,6.063963591832804978e-01,6.030752364143858735e-01
2.782559402207124277e-02,6.064196216206014789e-01,7.647647029623642068e-01,6.064196216206023671e-01,6.031045023677150674e-01
3.053855508833415444e-02,6.064464258282309395e-01,7.648073087269662285e-01,6.064464258282271647e-01,6.031459527366984652e-01
3.351602650938842465e-02,6.064752801473365373e-01,7.648533234644319112e-01,6.064752801473356492e-01,6.031810389768706981e-01
3.678379771828634015e-02,6.065057263100628315e-01,7.649029641726632356e-01,6.065057263100601670e-01,6.032146462500688200e-01
4.037017258596553582e-02,6.065404452227656229e-01,7.649565879812704194e-01,6.065404452227654009e-01,6.032637676963255036e-01
4.430621457583882455e-02,6.065779443425277639e-01,7.650138824654733050e-01,6.065779443425228790e-01,6.033052030098952079e-01
4.862601580065353118e-02,6.066193938608579472e-01,7.650755605757444400e-01,6.066193938608535063e-01,6.033477215113716152e-01
5.336699231206309957e-02,6.066660510198886858e-01,7.651416276964683183e-01,6.066660510198913503e-01,6.034039515494959982e-01
5.857020818056667133e-02,6.067153790618645681e-01,7.652123258009390083e-01,6.067153790618603493e-01,6.034579566787617866e-01
6.428073117284321958e-02,6.067697972963899122e-01,7.652877702186142717e-01,6.067697972963898012e-01,6.035172480350349256e-01
7.054802310718645553e-02,6.068301581099364572e-01,7.653681415611817140e-01,6.068301581099301290e-01,6.035784161333530573e-01
7.742636826811269413e-02,6.068956993357856877e-01,7.654537183903431519e-01,6.068956993357833563e-01,6.036427917815192501e-01
8.497534359086446332e-02,6.069677606836972883e-01,7.655440170295971791e-01,6.069677606836922923e-01,6.037105584138675596e-01
9.326033468832199691e-02,6.070475230452928583e-01,7.656397558925343017e-01,6.070475230452877513e-01,6.037898459439514642e-01
1.023531021899026366e-01,6.071346125428107587e-01,7.657407242379173917e-01,6.071346125428098706e-01,6.038751245191034123e-01
1.123324032978027659e-01,6.072304002088301234e-01,7.658472189770105798e-01,6.072304002088255714e-01,6.039622544448450814e-01
1.232846739442066547e-01,6.073348476970528154e-01,7.659583313547000394e-01,6.073348476970490406e-01,6.040565528391190764e-01
1.353047774579807516e-01,6.074497953203933376e-01,7.660748534310443114e-01,6.074497953203943368e-01,6.041591752426571649e-01
1.484968262254464932e-01,6.075748641732607869e-01,7.661963467171403197e-01,6.075748641732573452e-01,6.042702217415865107e-01
1.629750834620644351e-01,6.077135559199399184e-01,7.663225330894427589e-01,6.077135559199411396e-01,6.043909107115833512e-01
1.788649529057435017e-01,6.078653785455315761e-01,7.664533814824001645e-01,6.078653785455275793e-01,6.045214483124644600e-01
1.963040650040271395e-01,6.080315595128218398e-01,7.665887422053565547e-01,6.080315595128205075e-01,6.046631418319514673e-01
2.154434690031884481e-01,6.082146219058005565e-01,7.667279446598276316e-01,6.082146219057956715e-01,6.048240866452442299e-01
2.364489412645408295e-01,6.084139452002141901e-01,7.668708542799754779e-01,6.084139452002274018e-01,6.049930455327844347e-01
2.595024211399737379e-01,6.086330056728264104e-01,7.670166128564213093e-01,6.086330056728215254e-01,6.051780950703240514e-01
2.848035868435802032e-01,6.088733683336514657e-01,7.671658631912736670e-01,6.088733683336476910e-01,6.053813349595245086e-01
3.125715849688237014e-01,6.091362255852630359e-01,7.673167509110030426e-01,6.091362255852574847e-01,6.056005381182101299e-01
3.430469286314919430e-01,6.094252997031713859e-01,7.674704509068179803e-01,6.094252997031694985e-01,6.058468253741837728e-01
3.764935806792469308e-01,6.097407397049500188e-01,7.676231598657796695e-01,6.097407397049453559e-01,6.061075742703548874e-01
4.132012400115338546e-01,6.100875015464197748e-01,7.677809890428404227e-01,6.100875015464208850e-01,6.064007459152481738e-01
4.534878508128584174e-01,6.104661880516164540e-01,7.679361564596899337e-01,6.104661880516221162e-01,6.067166151390605000e-01
4.977023564332111460e-01,6.108824357543747308e-01,7.680924970222029469e-01,6.108824357543689576e-01,6.070660973389088166e-01
5.462277217684342601e-01,6.113371246051743091e-01,7.682487970611472372e-01,6.113371246051710894e-01,6.074472288747549964e-01
5.994842503189411476e-01,6.118354284480850280e-01,7.684028914109624075e-01,6.118354284480814753e-01,6.078693397019345745e-01
6.579332246575682053e-01,6.123811503533342915e-01,7.685576151140218748e-01,6.123811503533301837e-01,6.083341739647043500e-01
7.220809018385467848e-01,6.129775075343518731e-01,7.687075383477066648e-01,6.129775075343496527e-01,6.088417912638579566e-01
7.924828983539177196e-01,6.136299996943405111e-01,7.688550674669241136e-01,6.136299996943361812e-01,6.093969972310364636e-01
8.697490026177834288e-01,6.143439475057348442e-01,7.690044531732271871e-01,6.143439475057296262e-01,6.100159171850682016e-01
9.545484566618341882e-01,6.151243001177888470e-01,7.691503396411667470e-01,6.151243001177831848e-01,6.106979491499096024e-01
1.047615752789665233e+00,6.159768247508424777e-01,7.692909764298290209e-01,6.159768247508387029e-01,6.114337319166938123e-01
1.149756995397736903e+00,6.169085584269654587e-01,7.694319844384285290e-01,6.169085584269625722e-01,6.122592105525472839e-01
1.261856883066021062e+00,6.179254260273669974e-01,7.695665974652161623e-01,6.179254260273605581e-01,6.131628831663989976e-01
1.384886371393873050e+00,6.190357388814061723e-01,7.696992840834808725e-01,6.190357388814022865e-01,6.141556404824100035e-01
1.519911082952934755e+00,6.202456687143497183e-01,7.698251771025022006e-01,6.202456687143454994e-01,6.152489018572636637e-01
1.668100537200059241e+00,6.215653228308651856e-01,7.699497357051259261e-01,6.215653228308619660e-01,6.164555246470672101e-01
1.830738280295369780e+00,6.230028457927505592e-01,7.700700934164002032e-01,6.230028457927465624e-01,6.177813877710998103e-01
2.009233002565047776e+00,6.245679705787370306e-01,7.701848141020907201e-01,6.245679705787315905e-01,6.192408305483888542e-01
2.205130739903045534e+00,6.262709758956284123e-01,7.702988880824468421e-01,6.262709758956231942e-01,6.208535854433505641e-01
2.420128264794383366e+00,6.281228194807720877e-01,7.704102178287921543e-01,6.281228194807684240e-01,6.226249506700849423e-01
2.656087782946686904e+00,6.301340380182762768e-01,7.705200932741892439e-01,6.301340380182794965e-01,6.245755693467016645e-01
2.915053062825178731e+00,6.323125837454139919e-01,7.706145481424347965e-01,6.323125837454086628e-01,6.267194855886946137e-01
3.199267137797384475e+00,6.346739497100251093e-01,7.707110643642770542e-01,6.346739497100227778e-01,6.290757453868693894e-01
3.511191734215134641e+00,6.372351013856176749e-01,7.708028616831494872e-01,6.372351013856143442e-01,6.316667836382310330e-01
3.853528593710531247e+00,6.400021526824845042e-01,7.708956451315793768e-01,6.400021526824803964e-01,6.345103817085930853e-01
4.229242874389498752e+00,6.429908950416878266e-01,7.709827013966760179e-01,6.429908950416840518e-01,6.376326457306392692e-01
4.641588833612781961e+00,6.462130750131351853e-01,7.710661668829148496e-01,6.462130750131317436e-01,6.410472263896663803e-01
5.094138014816380178e+00,6.496826177441111794e-01,7.711425316440443378e-01,6.496826177441061834e-01,6.447804120329390098e-01
5.590810182512228721e+00,6.534124655709210305e-01,7.712210510788309881e-01,6.534124655709205864e-01,6.488489672989103951e-01
6.135907273413176100e+00,6.574141882337105613e-01,7.712954386676048602e-01,6.574141882337060094e-01,6.532648384749485393e-01
6.734150657750828550e+00,6.617005459906035725e-01,7.713640322148114237e-01,6.617005459906003528e-01,6.580340227006872267e-01
7.390722033525782386e+00,6.662817990325273776e-01,7.714329663373924451e-01,6.662817990325256012e-01,6.631480930461861600e-01
8.111308307896871739e+00,6.711677243994944586e-01,7.714983029121191827e-01,6.711677243994917941e-01,6.685846137408619771e-01
8.902150854450392004e+00,6.763639429914707346e-01,7.715588950983297556e-01,6.763639429914672929e-01,6.742756533916978157e-01
9.770099572992256398e+00,6.818829077564387831e-01,7.716190566693068575e-01,6.818810626822211507e-01,6.801296670474415995e-01
1.072267222010324339e+01,6.877258637683042464e-01,7.716773136311931847e-01,6.877241447235179495e-01,6.860016885586623925e-01
1.176811952434999142e+01,6.938926628823645082e-01,7.717276843036171563e-01,6.936021592179759665e-01,6.917009649149037376e-01
1.291549665014884063e+01,7.003848602485371888e-01,7.717826692464606619e-01,6.989748297771747332e-01,6.970556866476341762e-01
1.417474162926806258e+01,7.071973775419918562e-01,7.718273431730495737e-01,7.037340146880599612e-01,7.018975796801069089e-01
1.555676143930472222e+01,7.143239152359941446e-01,7.718769597888344158e-01,7.079254746050217539e-01,7.061354639694396029e-01
1.707352647470692020e+01,7.217552487893637014e-01,7.719290978000500347e-01,7.116245629411803719e-01,7.097415629665062564e-01
1.873817422860384951e+01,7.294744424024148799e-01,7.719686820764745105e-01,7.148954791249291230e-01,7.127028520252456367e-01
2.056512308348653661e+01,7.374647046507303294e-01,7.720022914724317120e-01,7.178048841486549536e-01,7.150572199619783520e-01
2.257019719633921540e+01,7.457057969449885082e-01,7.720443617858665508e-01,7.204046153463909974e-01,7.168614460367755958e-01
2.477076355991711409e+01,7.541711051468933391e-01,7.720830379154629552e-01,7.227364073718753890e-01,7.181556334467849023e-01
2.718588242732942817e+01,7.628360987065480048e-01,7.721242563443077023e-01,7.248450339427067179e-01,7.190083431643866652e-01
2.983647240283340452e+01,7.716605156210004646e-01,7.721516901813614275e-01,7.267446583792493975e-01,7.194477844198869931e-01
3.274549162877731590e+01,7.806196590976322014e-01,7.721862588520742587e-01,7.284721096592912115e-01,7.195344880178785596e-01
3.593813663804629499e+01,7.896735469340814273e-01,7.722170037817168708e-01,7.300487454341885174e-01,7.193036179404859176e-01
3.944206059437659917e+01,7.987835556946416560e-01,7.722464294486712788e-01,7.314859428871192115e-01,7.188017357221815340e-01
4.328761281083061618e+01,8.079126146158187582e-01,7.722750338028749884e-01,7.328075221379346527e-01,7.180548063092240252e-01
4.750810162102798273e+01,8.170214613200559306e-01,7.723023219907199088e-01,7.340200206117227788e-01,7.170923346913649077e-01
5.214008287999689628e+01,8.260706508494378708e-01,7.723314130821592460e-01,7.351379389671064413e-01,7.159532144967030165e-01
5.722367659350219782e+01,8.350220773844259092e-01,7.723538348961778155e-01,7.361679344091884847e-01,7.146475104403103851e-01
6.280291441834259558e+01,8.438416895101604753e-01,7.723821504165214735e-01,7.371246559270456800e-01,7.132058883984553344e-01
6.892612104349701951e+01,8.524921959324914811e-01,7.723988243140983423e-01,7.380022419572419556e-01,7.116401216484626868e-01
7.564633275546290747e+01,8.609464311648222790e-01,7.724237686243473622e-01,7.388263988387195891e-01,7.099771032380919333e-01
8.302175681319752698e+01,8.691735468000312270e-01,7.724456826912424745e-01,7.395903237181922218e-01,7.082248400388150289e-01
9.111627561154895716e+01,8.771453041205381496e-01,7.724610454855631581e-01,7.402957459299213117e-01,7.063988061369140814e-01
1.000000000000000000e+02,8.848512877164371737e-01,7.724803886354584259e-01,7.409594691282636036e-01,7.045115318815793337e-01
